# E (eV)   ldos(E)   pdos(E)    pdos(E)    pdos(E)    pdos(E)    pdos(E)   
   9.945  0.101E-01  0.950E-03  0.147E-02  0.147E-02  0.310E-02  0.310E-02
   9.995  0.116E-01  0.111E-02  0.171E-02  0.171E-02  0.354E-02  0.354E-02
  10.045  0.154E-01  0.148E-02  0.223E-02  0.223E-02  0.471E-02  0.471E-02
  10.095  0.188E-01  0.178E-02  0.264E-02  0.264E-02  0.589E-02  0.589E-02
  10.145  0.197E-01  0.178E-02  0.264E-02  0.264E-02  0.632E-02  0.632E-02
  10.195  0.172E-01  0.146E-02  0.221E-02  0.221E-02  0.565E-02  0.565E-02
  10.245  0.126E-01  0.988E-03  0.162E-02  0.162E-02  0.418E-02  0.418E-02
  10.295  0.813E-02  0.552E-03  0.116E-02  0.116E-02  0.263E-02  0.263E-02
  10.345  0.520E-02  0.261E-03  0.943E-03  0.943E-03  0.153E-02  0.153E-02
  10.395  0.383E-02  0.112E-03  0.885E-03  0.885E-03  0.972E-03  0.972E-03
  10.445  0.324E-02  0.481E-04  0.839E-03  0.839E-03  0.756E-03  0.756E-03
  10.495  0.276E-02  0.227E-04  0.724E-03  0.724E-03  0.647E-03  0.647E-03
  10.545  0.214E-02  0.111E-04  0.544E-03  0.544E-03  0.522E-03  0.522E-03
  10.595  0.144E-02  0.502E-05  0.351E-03  0.351E-03  0.364E-03  0.364E-03
  10.645  0.813E-03  0.194E-05  0.192E-03  0.192E-03  0.213E-03  0.213E-03
  10.695  0.382E-03  0.626E-06  0.881E-04  0.881E-04  0.103E-03  0.103E-03
  10.745  0.148E-03  0.169E-06  0.334E-04  0.334E-04  0.403E-04  0.403E-04
  10.795  0.464E-04  0.381E-07  0.104E-04  0.104E-04  0.128E-04  0.128E-04
  10.845  0.118E-04  0.733E-08  0.262E-05  0.262E-05  0.327E-05  0.327E-05
  10.895  0.241E-05  0.120E-08  0.534E-06  0.534E-06  0.673E-06  0.673E-06
  10.945  0.397E-06  0.167E-09  0.876E-07  0.876E-07  0.111E-06  0.111E-06
  10.995  0.524E-07  0.196E-10  0.115E-07  0.115E-07  0.147E-07  0.147E-07
